,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state
162,13000,13000, 36 months,17.97,469.79,D,D1,Help Tech Supervisor,10+ years,MORTGAGE,92360.0,Source Verified,Dec-18,Current,home_improvement,Home improvement,300xx,GA
163,10000,10000, 36 months,16.14,352.27,C,C4,Operations Coordinator ,1 year,MORTGAGE,63000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,601xx,IL
164,3600,3600, 36 months,11.8,119.23,B,B4,Analyst,5 years,MORTGAGE,86407.40846679515,Source Verified,Dec-18,Current,other,Other,427xx,KY
165,22000,22000, 60 months,11.8,487.16,B,B4,Corporate Communications Strategist,10+ years,MORTGAGE,155000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,462xx,IN
166,10450,10450, 36 months,18.94,382.74,D,D2,Project Manager,10+ years,MORTGAGE,70000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,371xx,TN
167,10000,10000, 36 months,11.8,331.19,B,B4,Service tech.,9 years,RENT,100000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,945xx,CA
168,10000,10000, 36 months,18.94,366.26,D,D2,Especialist 1,7 years,MORTGAGE,37115.0,Not Verified,Dec-18,Current,other,Other,891xx,NV
169,5000,5000, 36 months,11.31,164.43,D,D2,Shipping,2 years,RENT,40000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,284xx,NC
170,20000,20000, 36 months,7.56,622.68,A,A3,Teacher,10+ years,RENT,100000.0,Not Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,982xx,WA
171,17100,17100, 36 months,18.94,626.3,D,D2,Receptionist ,10+ years,RENT,38000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,150xx,PA
172,10475,10475, 36 months,11.31,344.48,B,B3,Teacher,6 years,RENT,66150.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,786xx,TX
173,10000,10000, 60 months,23.4,284.21,E,E1,Teacher,< 1 year,RENT,55000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,902xx,CA
174,7500,7500, 36 months,11.31,246.65,B,B3,Supervisor,7 years,MORTGAGE,40500.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,604xx,IL
175,4000,4000, 36 months,10.72,130.43,B,B2,Extrusion assistant ,10+ years,MORTGAGE,86407.40846679515,Verified,Dec-18,Current,credit_card,Credit card refinancing,301xx,GA
176,15400,15400, 60 months,14.47,362.1,C,C2,DISTRICT SALES MANAGER,3 years,MORTGAGE,110000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,451xx,OH
177,35000,35000, 36 months,14.47,1204.23,C,C2,Staff Physician,8 years,MORTGAGE,360000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,336xx,FL
178,30000,30000, 60 months,27.27,920.91,E,E5,Claims Analyst,1 year,RENT,50000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,857xx,AZ
179,16800,16800, 60 months,17.97,426.34,D,D1,procurement supervisor,10+ years,RENT,75000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,917xx,CA
180,25000,25000, 60 months,15.02,595.02,C,C3,radiologic technologist,10+ years,MORTGAGE,75000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,992xx,WA
181,10000,10000, 36 months,16.14,352.27,C,C4,Training Manager,10+ years,MORTGAGE,94800.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,325xx,FL
182,20000,20000, 60 months,12.98,454.86,B,B5,RN ,1 year,MORTGAGE,70000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,917xx,CA
183,35000,35000, 60 months,15.02,833.02,C,C3,elementary school teacher,10+ years,MORTGAGE,86407.40846679515,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,017xx,MA
184,4000,4000, 36 months,18.94,146.51,D,D2,supervisor,10+ years,OWN,80000.0,Verified,Dec-18,Current,other,Other,238xx,VA
185,10000,10000, 60 months,16.14,243.93,C,C4,Sale Consultant,2 years,RENT,90000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,079xx,NJ
186,4500,4500, 36 months,11.31,147.99,B,B3,Accounts Examiner III,10+ years,RENT,38500.0,Not Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,786xx,TX
187,14000,14000, 60 months,26.31,421.74,E,E4,Accounts Examiner III,10+ years,RENT,55000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,953xx,CA
188,6500,6500, 36 months,11.8,215.28,B,B4,Educator ,2 years,RENT,46500.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,352xx,AL
189,29625,29625, 60 months,15.02,705.09,C,C3,Educator ,< 1 year,OWN,48000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,785xx,TX
190,16000,16000, 60 months,27.27,491.16,E,E5,General Manager,7 years,OWN,86407.40846679515,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,471xx,IN
191,12000,12000, 60 months,14.47,282.16,C,C2,Assistant Athletic Director of Marketing,1 year,RENT,67000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,231xx,VA
192,35000,35000, 60 months,15.02,833.02,C,C3,Sr Sales Manager,10+ years,MORTGAGE,290000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,656xx,MO
193,30000,30000, 60 months,26.31,903.73,E,E4,Casino Host,10+ years,MORTGAGE,62000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,920xx,CA
194,16000,16000, 36 months,14.47,550.51,C,C2,Carpenter,10+ years,RENT,150000.0,Source Verified,Dec-18,Current,other,Other,917xx,CA
195,24000,24000, 36 months,15.02,832.21,C,C3,MAINTENANCE PLANNER ,3 years,OWN,105000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,711xx,LA
196,14000,14000, 36 months,16.14,493.17,C,C4,MAINTENANCE PLANNER ,3 years,OWN,77479.0,Not Verified,Dec-18,Current,other,Other,315xx,GA
197,40000,40000, 60 months,11.31,875.9,B,B3,MAINTENANCE PLANNER ,< 1 year,MORTGAGE,136000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,480xx,MI
198,24000,24000, 60 months,27.27,736.73,E,E5,Firefighter/captain,10+ years,MORTGAGE,140000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,977xx,OR
199,28000,28000, 36 months,11.31,920.81,E,E5,Executive Administrative Assistant,5 years,RENT,82000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,921xx,CA
200,7075,7075, 36 months,23.4,275.35,E,E1,Executive Administrative Assistant,5 years,RENT,19200.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,633xx,MO
201,1000,1000, 36 months,23.4,38.92,E,E1,Executive Administrative Assistant,5 years,RENT,29000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,559xx,MN
202,5400,5400, 36 months,14.47,185.8,C,C2,Shift Supervisor,2 years,MORTGAGE,86407.40846679515,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,731xx,OK
203,10000,10000, 36 months,19.92,371.23,D,D3,Shift Supervisor,2 years,OWN,17440.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,380xx,TN
204,10000,10000, 36 months,14.47,344.07,C,C2,Workforce Analyst,7 years,RENT,90000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,431xx,OH
205,25000,25000, 36 months,16.91,890.2,C,C5,Captain,3 years,RENT,67000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,671xx,KS
206,6000,6000, 36 months,6.46,183.79,A,A1,Senior manager,3 years,RENT,27000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,951xx,CA
207,7000,7000, 36 months,10.33,226.96,B,B1,Reference/YA Librarian,3 years,RENT,45581.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,018xx,MA
208,30000,30000, 60 months,12.98,682.29,B,B5,Senior Software Engineer,2 years,MORTGAGE,113000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,483xx,MI
209,5000,5000, 36 months,16.14,176.14,C,C4,Software Consultant,6 years,RENT,110000.0,Not Verified,Dec-18,Current,other,Other,088xx,NJ
210,15000,15000, 36 months,15.02,520.13,C,C3,Financial Planner,10+ years,MORTGAGE,175000.0,Source Verified,Dec-18,Current,home_improvement,Home improvement,070xx,NJ
211,15000,15000, 60 months,13.56,345.62,C,C1,"Manager, Patient Finance",4 years,MORTGAGE,75000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,270xx,NC
212,20000,20000, 36 months,14.47,688.13,C,C1,bus driver,4 years,OWN,52000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,681xx,NE
213,20400,20400, 60 months,10.33,436.76,B,B1,Bakery Manager,10+ years,MORTGAGE,86407.40846679515,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,815xx,CO
214,20000,20000, 60 months,12.98,454.86,B,B5,Esthetician ,< 1 year,RENT,40000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,945xx,CA
215,8425,8425, 36 months,27.27,345.18,E,E5,Senior Director Risk Management,3 years,MORTGAGE,450000.0,Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,020xx,MA
216,21000,21000, 36 months,16.91,747.77,C,C5,Senior Director Risk Management,< 1 year,OWN,68000.0,Not Verified,Dec-18,Current,house,Home buying,347xx,FL
217,10000,10000, 36 months,14.47,344.07,C,C2,Software Engineer,8 years,MORTGAGE,143000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,787xx,TX
218,15000,15000, 36 months,15.02,520.13,C,C3,Software Engineer,8 years,MORTGAGE,42000.0,Verified,Dec-18,Current,home_improvement,Home improvement,232xx,VA
219,24000,24000, 60 months,13.56,552.98,C,C1,Manager,10+ years,MORTGAGE,75000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,480xx,MI
220,15000,15000, 60 months,14.47,352.69,C,C2,"VP, Solutions Management",9 years,RENT,280000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,605xx,IL
221,5000,5000, 36 months,10.72,163.04,B,B2,Teacher,5 years,RENT,72000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,906xx,CA
222,30000,30000, 60 months,20.89,809.75,D,D4,PRIVATE CLIENT BANKER,2 years,RENT,120000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,912xx,CA
223,35000,35000, 60 months,19.92,925.73,D,D3,OPERATOR,10+ years,RENT,68000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,309xx,GA
224,3000,3000, 36 months,10.33,97.27,D,D3,Driver,7 years,RENT,86407.40846679515,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,493xx,MI
225,1000,975, 36 months,6.46,30.64,A,A1,Service Consultant ,3 years,MORTGAGE,49989.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,280xx,NC
226,10000,10000, 60 months,14.47,235.13,C,C2,Teacher,5 years,RENT,66931.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,104xx,NY
227,5000,5000, 36 months,11.31,164.43,B,B3,Teacher,5 years,RENT,13000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,159xx,PA
228,16500,16500, 60 months,17.97,418.73,D,D1,case manager ,5 years,MORTGAGE,37000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,775xx,TX
229,6000,6000, 36 months,15.02,208.06,C,C3,Shift Supervisor,5 years,MORTGAGE,30000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,112xx,NY
230,35000,35000, 60 months,12.98,796.0,B,B5,Sr. Vice President -Risk Manager,7 years,MORTGAGE,211646.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,797xx,TX
231,34575,34575, 60 months,17.97,877.42,D,D1,Compliance manager,5 years,MORTGAGE,130000.0,Source Verified,Dec-18,Current,home_improvement,Home improvement,853xx,AZ
232,1200,1200, 36 months,17.97,43.37,D,D1,Haz Mat S/R,10+ years,OWN,52000.0,Not Verified,Dec-18,Current,vacation,Vacation,605xx,IL
233,9600,9600, 36 months,12.98,323.37,B,B5,Haz Mat S/R,10+ years,MORTGAGE,35704.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,401xx,KY
234,4800,4800, 36 months,16.91,170.92,C,C5,Server,9 years,RENT,38500.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,800xx,CO
235,5000,5000, 36 months,22.35,191.86,D,D5,Director of Sales,10+ years,MORTGAGE,72000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,333xx,FL
236,10000,10000, 60 months,12.98,227.43,B,B5,Printer,9 years,RENT,60000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,660xx,KS
237,7500,7500, 36 months,10.72,244.55,B,B2,Program Manager,2 years,RENT,84000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,600xx,IL
238,16000,16000, 60 months,17.97,406.04,D,D1,Surgery scheduler,2 years,RENT,35000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,945xx,CA
239,7200,7200, 36 months,23.4,280.22,E,E1,Mail Processing Clerk ,2 years,RENT,56000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,120xx,NY
240,27975,27975, 36 months,14.47,962.52,C,C2,Conductor ,10+ years,MORTGAGE,180000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,117xx,NY
241,16000,16000, 60 months,13.56,368.66,C,C1,LMSW,10+ years,RENT,46000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,787xx,TX
242,15000,15000, 36 months,10.72,489.1,B,B2,Attorney,3 years,MORTGAGE,150000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,038xx,NH
243,9000,9000, 36 months,11.8,298.07,B,B2,Teacher,10+ years,MORTGAGE,85000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,983xx,WA
244,1000,1000, 36 months,18.94,36.63,D,D2,Lpn,3 years,MORTGAGE,57000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,210xx,MD
245,28000,28000, 60 months,13.56,645.15,C,C1,Project Manager,10+ years,MORTGAGE,128500.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,760xx,TX
246,10000,10000, 36 months,11.31,328.86,B,B3,Medical Technologist,3 years,RENT,67427.0,Source Verified,Dec-18,Current,major_purchase,Major purchase,027xx,MA
247,25000,25000, 60 months,14.47,587.82,B,B3,teacher,10+ years,OWN,110000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,117xx,NY
248,23000,23000, 36 months,11.31,756.38,B,B3,Sr. CAE Analyst,3 years,MORTGAGE,145000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,801xx,CO
249,25000,25000, 60 months,12.98,568.58,B,B5,Tire builder,10+ years,MORTGAGE,85000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,356xx,AL
250,15000,15000, 36 months,8.19,471.37,A,A4,IT Manager,10+ years,MORTGAGE,92584.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,331xx,FL
251,35000,35000, 60 months,18.94,906.77,D,D2,administrative clerk,10+ years,RENT,90000.0,Verified,Dec-18,Current,other,Other,070xx,NJ
252,5000,4975, 36 months,7.02,154.44,A,A2,E-commerce associate,4 years,RENT,26976.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,986xx,WA
253,35000,35000, 36 months,8.19,1099.85,A,A4,"Director, Analytics",10+ years,MORTGAGE,325000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,070xx,NJ
254,30000,30000, 36 months,16.91,1068.24,C,C5,Mechanic,10+ years,RENT,85000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,238xx,VA
255,6600,6600, 36 months,8.19,207.4,A,A4,Mechanic,10+ years,MORTGAGE,95000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,970xx,OR
256,20300,20300, 60 months,10.33,434.62,B,B1,Service Advisor,2 years,MORTGAGE,185000.0,Not Verified,Dec-18,Current,other,Other,982xx,WA
257,4000,4000, 36 months,18.94,146.51,D,D2,LEA Technician,1 year,RENT,57600.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,973xx,OR
258,10000,10000, 36 months,7.56,311.34,A,A3,office work,10+ years,OWN,44000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,736xx,OK
259,21000,21000, 60 months,22.35,584.19,D,D5,UC Engineer,3 years,MORTGAGE,99000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,330xx,FL
260,10000,10000, 36 months,11.8,331.19,B,B4,Carpenter ,7 years,MORTGAGE,80000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,604xx,IL
261,3000,2975, 36 months,8.19,94.28,A,A4,Marketing director,10+ years,MORTGAGE,100000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,922xx,CA
262,8000,8000, 36 months,12.98,269.48,B,B5,autopsy technician,3 years,MORTGAGE,52000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,342xx,FL
263,1000,1000, 36 months,23.4,38.92,E,E1,Deputy City Clerk,4 years,RENT,35000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,605xx,IL
264,5100,5100, 36 months,7.02,157.52,A,A2,Administration Security,10+ years,MORTGAGE,76000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,347xx,FL
265,4000,4000, 36 months,16.14,140.91,C,C4,Teacher,10+ years,MORTGAGE,64000.0,Not Verified,Dec-18,Current,medical,Medical expenses,882xx,NM
266,35000,35000, 60 months,17.97,888.2,D,D1,Project Manager,3 years,MORTGAGE,72000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,349xx,FL
267,4000,4000, 36 months,7.02,123.55,A,A2,Lead Pastor,10+ years,OWN,60000.0,Not Verified,Dec-18,Current,other,Other,486xx,MI
268,10000,10000, 36 months,8.81,317.12,A,A5,Supervisor,10+ years,RENT,95000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,468xx,IN
269,20000,20000, 60 months,17.97,507.55,D,D1,Front office Lead,4 years,RENT,57000.0,Not Verified,Dec-18,Fully Paid,debt_consolidation,Debt consolidation,981xx,WA
270,22000,22000, 60 months,12.98,500.35,B,B5,Registered Nurse,10+ years,MORTGAGE,152000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,970xx,OR
271,6600,6325, 36 months,11.31,217.05,B,B3,Sewell collision center,10+ years,RENT,45000.0,Not Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,750xx,TX
272,3000,3000, 36 months,15.02,104.03,B,B3,Manager,5 years,MORTGAGE,95000.0,Not Verified,Dec-18,Current,vacation,Vacation,913xx,CA
273,35000,35000, 60 months,22.35,973.64,D,D5,ICD Audit and Operations Officer,10+ years,MORTGAGE,213000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,225xx,VA
274,5000,5000, 36 months,19.92,185.62,D,D5,Police Officer ,< 1 year,RENT,38200.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,302xx,GA
275,6025,6025, 36 months,14.47,207.3,C,C2,Clerk,4 years,RENT,16800.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,021xx,MA
276,21600,21600, 36 months,8.19,678.77,C,C2,Streets Engineering Tech,10+ years,MORTGAGE,84200.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,553xx,MN
277,7000,7000, 36 months,20.89,263.34,D,D4,Streets Engineering Tech,10+ years,MORTGAGE,65000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,339xx,FL
278,10000,10000, 36 months,10.33,324.23,B,B1,IT Compliance Analyst,2 years,RENT,96000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,300xx,GA
279,18000,18000, 36 months,14.47,619.32,C,C2,sales,10+ years,MORTGAGE,63000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,480xx,MI
280,15000,15000, 60 months,18.94,388.62,D,D2,Teacher,10+ years,MORTGAGE,165000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,750xx,TX
281,7000,7000, 36 months,12.98,235.8,B,B5,HR Assistant,2 years,MORTGAGE,51000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,430xx,OH
282,4500,4500, 36 months,10.33,145.91,B,B1,CPA,6 years,RENT,72000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,970xx,OR
283,5000,5000, 36 months,6.46,153.16,A,A1,Director of Rehabilitation ,1 year,MORTGAGE,120000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,750xx,TX
284,10000,10000, 36 months,8.81,317.12,A,A5,Research Team Manager,6 years,RENT,62000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,841xx,UT
285,6000,5975, 36 months,7.02,185.32,A,A2,Mutual Funds Administrator,8 years,MORTGAGE,65000.0,Not Verified,Dec-18,Current,other,Other,531xx,WI
